sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.	Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7]	"['In', 'turn', 'SuSE', 'will', 'license', 'Java', '2', 'Standard', 'Edition', 'while', 'also', 'formalising', 'an', 'existing', 'agreement', 'to', 'distribute', 'Sun', ""'s"", 'Java', 'Virtual', 'Machine', 'for', 'running', 'Java', 'applications', '.']"	"['Nuremberg', ',', 'Germany-based', 'SuSE', 'will', 'license', 'Sun', ""'s"", 'Java', '2', 'Standard', 'Edition', '(', 'J2SE', ')', 'and', 'ship', 'Sun', ""'s"", 'Java', 'Virtual', 'Machine', 'across', 'its', 'Linux', 'software', 'line', '.\n']"	c1f939f2f1224c809a2d1849f082c789
SCO has also alleged that the generic Linux kernel contains code which is from its Unix property.	SCO claims that the Linux kernel holds Unix intellectual property owned by SCO.	[1, 2, 4, 6, 7, 0, 0]	[0, 1, 7, 1, 0, 0, 0, 0, 0, 2, 4, 4, 4, 4, 4, 4, 4, 0]	[7, 1, 7, 7, 7, 7, 2, 4, 4, 4, 4, 4, 4, 7]	['SCO', 'has', 'also', 'alleged', 'that', 'the', 'generic', 'Linux', 'kernel', 'contains', 'code', 'which', 'is', 'from', 'its', 'Unix', 'property', '.']	['SCO', 'claims', 'that', 'the', 'Linux', 'kernel', 'holds', 'Unix', 'intellectual', 'property', 'owned', 'by', 'SCO', '.\n']	43ea55959f4f471ca9649e1cf2f9dc24
The case had consolidated numerous class action suits filed against Rambus in 2001.	The case consolidated multiple purported class actions filed in 2001.	[1, 2, 6, 7, 0, 0, 0]	[0, 0, 1, 1, 2, 0, 0, 7, 0, 7, 7, 0, 0, 0]	[7, 7, 1, 2, 7, 7, 7, 7, 7, 7, 7]	['The', 'case', 'had', 'consolidated', 'numerous', 'class', 'action', 'suits', 'filed', 'against', 'Rambus', 'in', '2001', '.']	['The', 'case', 'consolidated', 'multiple', 'purported', 'class', 'actions', 'filed', 'in', '2001', '.\n']	a3f27a9c18a34e99a45304a990c47b1f
Kerry last month outlined a U.N. resolution authorizing a military force under U.S. command and transferring responsibility to the United Nations for the political and humanitarian efforts.	Kerry outlined last month a UN resolution authorizing a military force under US command and transferring responsibility for political and humanitarian efforts to the UN.	[2, 3, 6, 7, 0, 0, 0]	[6, 7, 7, 6, 6, 2, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 7, 7, 7, 7, 6, 3, 3, 3, 3, 3, 6]	[6, 6, 7, 7, 6, 2, 6, 6, 0, 6, 6, 6, 2, 6, 6, 6, 6, 6, 3, 3, 3, 3, 7, 7, 7, 6]	['Kerry', 'last', 'month', 'outlined', 'a', 'U.N.', 'resolution', 'authorizing', 'a', 'military', 'force', 'under', 'U.S.', 'command', 'and', 'transferring', 'responsibility', 'to', 'the', 'United', 'Nations', 'for', 'the', 'political', 'and', 'humanitarian', 'efforts', '.']	['Kerry', 'outlined', 'last', 'month', 'a', 'UN', 'resolution', 'authorizing', 'a', 'military', 'force', 'under', 'US', 'command', 'and', 'transferring', 'responsibility', 'for', 'political', 'and', 'humanitarian', 'efforts', 'to', 'the', 'UN', '.\n']	579e28a887d5426bb7b3cfdaed990de6
They have been identified by the Tarrant County Medical Examiner's Office as Melena's brother, Angel Melena, 25, and Narcisco Del Angel Lozano, 34.	The Tarrant County Medical Examiner's Office has identified the deceased passengers at the scene as Angel Melena, 25, and Narcisco Del-Angel Lozano, 34.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7]	"['They', 'have', 'been', 'identified', 'by', 'the', 'Tarrant', 'County', 'Medical', 'Examiner', ""'s"", 'Office', 'as', 'Melena', ""'s"", 'brother', ',', 'Angel', 'Melena', ',', '25', ',', 'and', 'Narcisco', 'Del', 'Angel', 'Lozano', ',', '34', '.']"	"['The', 'Tarrant', 'County', 'Medical', 'Examiner', ""'s"", 'Office', 'has', 'identified', 'the', 'deceased', 'passengers', 'at', 'the', 'scene', 'as', 'Angel', 'Melena', ',', '25', ',', 'and', 'Narcisco', 'Del-Angel', 'Lozano', ',', '34', '.\n']"	79c669065a06428a9f4c61d9e74d6099
The decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July.	Scotland Yard's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July.	[6, 7, 0, 0, 0, 0, 0]	[0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['The', 'decision', 'to', 'issue', 'new', 'guidance', 'has', 'been', 'prompted', 'by', 'intelligence', 'passed', 'to', 'Britain', 'by', 'the', 'FBI', 'in', 'a', 'secret', 'briefing', 'in', 'late', 'July', '.']	"['Scotland', 'Yard', ""'s"", 'decision', 'to', 'issue', 'new', 'guidance', 'has', 'been', 'prompted', 'by', 'new', 'intelligence', 'passed', 'to', 'Britain', 'by', 'the', 'FBI', 'in', 'late', 'July', '.\n']"	d9bbbeaad9cf41b8b76cbde6dd05f857
"""The United States welcomes a greater NATO role in Iraq's stabilization,"" Powell said."	"""The United States welcomes a greater NATO role in Iraq's stabilization,"" Mr. Powell told his colleagues in a speech today."	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 0, 0, 0, 0, 0, 0, 6]	"['``', 'The', 'United', 'States', 'welcomes', 'a', 'greater', 'NATO', 'role', 'in', 'Iraq', ""'s"", 'stabilization', ',', ""''"", 'Powell', 'said', '.']"	"['``', 'The', 'United', 'States', 'welcomes', 'a', 'greater', 'NATO', 'role', 'in', 'Iraq', ""'s"", 'stabilization', ',', ""''"", 'Mr.', 'Powell', 'told', 'his', 'colleagues', 'in', 'a', 'speech', 'today', '.\n']"	a5427988cba3480bb2888d5f77e79c19
"But he added: ""You can't win elections by looking in the rearview mirror."""	"""You can't win elections by looking through the rear view mirror,"" he said."	[2, 6, 7, 0, 0, 0, 0]	[7, 6, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 2, 7]	"['But', 'he', 'added', ':', '``', 'You', 'ca', ""n't"", 'win', 'elections', 'by', 'looking', 'in', 'the', 'rearview', 'mirror', '.', ""''""]"	"['``', 'You', 'ca', ""n't"", 'win', 'elections', 'by', 'looking', 'through', 'the', 'rear', 'view', 'mirror', ',', ""''"", 'he', 'said', '.\n']"	1836a64f6f4247c4a7289ef35a07c532
A COUPLE have been arrested for starving their four sons while letting their daughters feast in front of them.	A couple starved their four adopted sons for years while allowing their daughters to feast on takeaways, police and neighbours said today.	[2, 5, 6, 7, 0, 0, 0]	[2, 2, 5, 5, 5, 5, 5, 7, 7, 7, 0, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 2, 5, 0, 0, 7, 0, 7, 7, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['A', 'COUPLE', 'have', 'been', 'arrested', 'for', 'starving', 'their', 'four', 'sons', 'while', 'letting', 'their', 'daughters', 'feast', 'in', 'front', 'of', 'them', '.']	['A', 'couple', 'starved', 'their', 'four', 'adopted', 'sons', 'for', 'years', 'while', 'allowing', 'their', 'daughters', 'to', 'feast', 'on', 'takeaways', ',', 'police', 'and', 'neighbours', 'said', 'today', '.\n']	c3448ed4255e4cff8208964056d2097b
"""He said they were in distress,"" said Kingsville Police Chief Sam Granato."	We're asphyxiating,' '' said Sam Granato, chief of the Kingsville police.	[2, 4, 5, 6, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['``', 'He', 'said', 'they', 'were', 'in', 'distress', ',', ""''"", 'said', 'Kingsville', 'Police', 'Chief', 'Sam', 'Granato', '.']"	"['We', ""'re"", 'asphyxiating', ',', ""'"", ""''"", 'said', 'Sam', 'Granato', ',', 'chief', 'of', 'the', 'Kingsville', 'police', '.\n']"	cc76c132338f4b96ba6526dec1ec02a1
Then the authority can hold another set of public hearings on raising commuting costs, the judge said.	But the judge, Louis York, said the authority can hold another set of public hearings on raising commuting costs afterward.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 0]	[0, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]	['Then', 'the', 'authority', 'can', 'hold', 'another', 'set', 'of', 'public', 'hearings', 'on', 'raising', 'commuting', 'costs', ',', 'the', 'judge', 'said', '.']	['But', 'the', 'judge', ',', 'Louis', 'York', ',', 'said', 'the', 'authority', 'can', 'hold', 'another', 'set', 'of', 'public', 'hearings', 'on', 'raising', 'commuting', 'costs', 'afterward', '.\n']	025dac3e3448416e90296746ff92a872
Patients' rights advocates crashed it by squeezing into camera range, protesting the FMA's acceptance of major financial support from First Professionals Insurance.	It was crashed by patients' rights advocates who squeezed into camera range, protesting the FMA's acceptance of major financial support from First Professionals Insurance.	[4, 6, 0, 0, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['Patients', ""'"", 'rights', 'advocates', 'crashed', 'it', 'by', 'squeezing', 'into', 'camera', 'range', ',', 'protesting', 'the', 'FMA', ""'s"", 'acceptance', 'of', 'major', 'financial', 'support', 'from', 'First', 'Professionals', 'Insurance', '.']"	"['It', 'was', 'crashed', 'by', 'patients', ""'"", 'rights', 'advocates', 'who', 'squeezed', 'into', 'camera', 'range', ',', 'protesting', 'the', 'FMA', ""'s"", 'acceptance', 'of', 'major', 'financial', 'support', 'from', 'First', 'Professionals', 'Insurance', '.\n']"	7781d8ed6b8b468cb4a7f5633e993894
Florida's primary isn't until March 9 - following 28 other states.	Florida's primary will be March 9, after 28 states' primaries or caucuses.	[1, 2, 3, 5, 6, 7, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7]	"['Florida', ""'s"", 'primary', 'is', ""n't"", 'until', 'March', '9', '-', 'following', '28', 'other', 'states', '.']"	"['Florida', ""'s"", 'primary', 'will', 'be', 'March', '9', ',', 'after', '28', 'states', ""'"", 'primaries', 'or', 'caucuses', '.\n']"	3bca484dfe9444ed9c6097e3ca6f08d4
In trading on the New York Stock Exchange, Kraft shares fell 25 cents to close at $32.30.	Kraft's shares fell 25 cents to close at $32.30 yesterday on the New York Stock Exchange.	[3, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['In', 'trading', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', ',', 'Kraft', 'shares', 'fell', '25', 'cents', 'to', 'close', 'at', '$', '32.30', '.']	"['Kraft', ""'s"", 'shares', 'fell', '25', 'cents', 'to', 'close', 'at', '$', '32.30', 'yesterday', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.\n']"	5362fa95c44b4932ab3b73b06a0c6b8e
While a month's supply of aspirin can cost less than $10, the equivalent amount of ticlopidine can run significantly more than $100.	While a month's supply of aspirin can cost under $10, the equivalent amount of ticlopidine can run well over $100.	[2, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 2, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6, 6, 6]	"['While', 'a', 'month', ""'s"", 'supply', 'of', 'aspirin', 'can', 'cost', 'less', 'than', '$', '10', ',', 'the', 'equivalent', 'amount', 'of', 'ticlopidine', 'can', 'run', 'significantly', 'more', 'than', '$', '100', '.']"	"['While', 'a', 'month', ""'s"", 'supply', 'of', 'aspirin', 'can', 'cost', 'under', '$', '10', ',', 'the', 'equivalent', 'amount', 'of', 'ticlopidine', 'can', 'run', 'well', 'over', '$', '100', '.\n']"	9fc70c3cb54948669858082c41c55997
The organizers of the University Games, which began Thursday, were hoping North Korea's participation would help boost inter-Korean reconciliation in the leadup to this week's summit.	The organizers of the University Games were hoping North Korea's participation would help boost inter-Korean reconciliation in the leadup to a crucial summit in Beijing this week.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 7, 7, 7, 0]	"['The', 'organizers', 'of', 'the', 'University', 'Games', ',', 'which', 'began', 'Thursday', ',', 'were', 'hoping', 'North', 'Korea', ""'s"", 'participation', 'would', 'help', 'boost', 'inter-Korean', 'reconciliation', 'in', 'the', 'leadup', 'to', 'this', 'week', ""'s"", 'summit', '.']"	"['The', 'organizers', 'of', 'the', 'University', 'Games', 'were', 'hoping', 'North', 'Korea', ""'s"", 'participation', 'would', 'help', 'boost', 'inter-Korean', 'reconciliation', 'in', 'the', 'leadup', 'to', 'a', 'crucial', 'summit', 'in', 'Beijing', 'this', 'week', '.\n']"	c4559b6d4d8c45bbb64d371d81609431
Dotson, 21, was arrested and charged on July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.	Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit.	[2, 6, 7, 0, 0, 0, 0]	[0, 7, 7, 7, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Dotson', ',', '21', ',', 'was', 'arrested', 'and', 'charged', 'on', 'July', '21', 'after', 'reportedly', 'telling', 'authorities', 'he', 'shot', 'Dennehy', 'after', 'Dennehy', 'tried', 'to', 'shoot', 'him', '.']	['Dotson', 'was', 'arrested', 'July', '21', 'after', 'telling', 'FBI', 'agents', 'he', 'shot', 'Dennehy', 'when', 'Dennehy', 'tried', 'to', 'shoot', 'him', ',', 'according', 'to', 'the', 'arrest', 'warrant', 'affidavit', '.\n']	9fd75facea094c58805c5ae0ecd971cd
Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier.	With the scandal hanging over Stewart's company, revenue the first quarter of the year dropped 15 percent from the same period a year earlier.	[3, 6, 7, 0, 0, 0, 0]	[7, 3, 3, 3, 3, 3, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Revenue', 'in', 'the', 'first', 'quarter', 'of', 'the', 'year', 'dropped', '15', 'percent', 'from', 'the', 'same', 'period', 'a', 'year', 'earlier', '.']	"['With', 'the', 'scandal', 'hanging', 'over', 'Stewart', ""'s"", 'company', ',', 'revenue', 'the', 'first', 'quarter', 'of', 'the', 'year', 'dropped', '15', 'percent', 'from', 'the', 'same', 'period', 'a', 'year', 'earlier', '.\n']"	4c02bbf5f56c447e97a0d8f40b358777
After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close.	After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 6]	['After', 'protesters', 'rushed', 'the', 'stage', 'and', 'twice', 'cut', 'power', 'to', 'the', 'microphone', ',', 'Hedges', 'drew', 'the', 'speech', 'to', 'an', 'early', 'close', '.']	['After', 'protesters', 'rushed', 'the', 'stage', 'and', 'twice', 'cut', 'power', 'to', 'the', 'microphone', ',', 'Hedges', 'cut', 'his', 'speech', 'short', '.\n']	443d566770a94bd998ef62efc4ea1741
They described the abductor as a Hispanic man in his 30s or early 40s, 5-feet-2 to 5-feet-5, weighing about 160 pounds.	They described the intruder as being in his 30s to early 40s, from 5-feet-2 to 5-feet-5-inches tall, weighing about 160 pounds.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 4, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 7, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0]	['They', 'described', 'the', 'abductor', 'as', 'a', 'Hispanic', 'man', 'in', 'his', '30s', 'or', 'early', '40s', ',', '5-feet-2', 'to', '5-feet-5', ',', 'weighing', 'about', '160', 'pounds', '.']	['They', 'described', 'the', 'intruder', 'as', 'being', 'in', 'his', '30s', 'to', 'early', '40s', ',', 'from', '5-feet-2', 'to', '5-feet-5-inches', 'tall', ',', 'weighing', 'about', '160', 'pounds', '.\n']	eba75d398b3f4ef1b9cfd1281a29b8dc
But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent, the document says.	But the bureau never kept tabs on al-Bayoumi—despite receiving prior information he was a secret Saudi agent, the report says.	[2, 5, 6, 7, 0, 0, 0]	[7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7]	[7, 2, 2, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7]	['But', 'the', 'FBI', 'never', 'kept', 'tabs', 'on', 'al-Bayoumi', '-', 'even', 'though', 'it', 'had', 'received', 'information', 'that', 'he', 'was', 'a', 'Saudi', 'agent', ',', 'the', 'document', 'says', '.']	['But', 'the', 'bureau', 'never', 'kept', 'tabs', 'on', 'al-Bayoumi—despite', 'receiving', 'prior', 'information', 'he', 'was', 'a', 'secret', 'Saudi', 'agent', ',', 'the', 'report', 'says', '.\n']	150b8b548bc949129cfbe22341146580
Gov. Rick Perry has said that while he opposes gambling expansion, he would be reluctant to veto continuation of the Lottery Commission.	"Gov. Rick Perry opposes expansion of gambling but has said he would be ""hard-pressed"" to veto the lottery sunset bill."	[2, 3, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 7, 0, 6, 2, 0, 6]	[7, 0, 7, 7, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 0, 0, 7, 2, 6, 6, 7]	['Gov', '.', 'Rick', 'Perry', 'has', 'said', 'that', 'while', 'he', 'opposes', 'gambling', 'expansion', ',', 'he', 'would', 'be', 'reluctant', 'to', 'veto', 'continuation', 'of', 'the', 'Lottery', 'Commission', '.']	"['Gov', '.', 'Rick', 'Perry', 'opposes', 'expansion', 'of', 'gambling', 'but', 'has', 'said', 'he', 'would', 'be', '``', 'hard-pressed', ""''"", 'to', 'veto', 'the', 'lottery', 'sunset', 'bill', '.\n']"	dd9992d48fed4c7ea8aacdcb5bfdad8f
Werdegar also said Intel's servers were not harmed by the computer messages and the thousands of recipients were able to request that the e-mails stop, which Hamidi honored.	She also noted that Intel's servers were not harmed and that the thousands of Hamidi e-mail recipients were able to request that the e-mails stop, which Hamidi honored.	[2, 6, 7, 0, 0, 0, 0]	[2, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Werdegar', 'also', 'said', 'Intel', ""'s"", 'servers', 'were', 'not', 'harmed', 'by', 'the', 'computer', 'messages', 'and', 'the', 'thousands', 'of', 'recipients', 'were', 'able', 'to', 'request', 'that', 'the', 'e-mails', 'stop', ',', 'which', 'Hamidi', 'honored', '.']"	"['She', 'also', 'noted', 'that', 'Intel', ""'s"", 'servers', 'were', 'not', 'harmed', 'and', 'that', 'the', 'thousands', 'of', 'Hamidi', 'e-mail', 'recipients', 'were', 'able', 'to', 'request', 'that', 'the', 'e-mails', 'stop', ',', 'which', 'Hamidi', 'honored', '.\n']"	624c7584e54149afbe0710af4e843a3d
The village last said sorry in 1993, when it presented the Methodist Church of Fiji with Baker's boots - which cannibals had tried unsuccessfully to cook and eat.	In 1993, villagers presented the Methodist Church of Fiji with Baker's boots — which cannibals tried unsuccessfully to cook and eat.	[1, 2, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 0, 0, 0, 0, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 1, 1, 6, 6, 6, 6, 6, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['The', 'village', 'last', 'said', 'sorry', 'in', '1993', ',', 'when', 'it', 'presented', 'the', 'Methodist', 'Church', 'of', 'Fiji', 'with', 'Baker', ""'s"", 'boots', '-', 'which', 'cannibals', 'had', 'tried', 'unsuccessfully', 'to', 'cook', 'and', 'eat', '.']"	"['In', '1993', ',', 'villagers', 'presented', 'the', 'Methodist', 'Church', 'of', 'Fiji', 'with', 'Baker', ""'s"", 'boots', '—', 'which', 'cannibals', 'tried', 'unsuccessfully', 'to', 'cook', 'and', 'eat', '.\n']"	b0cec6755f2e4fe08afd2eb73fee4ca6
The cleanup, including new carpeting, electrical wiring and bathrooms, cost about $130 million.	The $130 million cleanup included new carpet, electrical wiring and bathrooms.	[2, 4, 6, 0, 0, 0, 0]	[6, 6, 4, 4, 6, 4, 4, 6, 6, 6, 6, 0, 4, 4, 4, 4, 4, 6]	[6, 4, 4, 4, 6, 4, 6, 4, 0, 6, 6, 6, 6, 6]	['The', 'cleanup', ',', 'including', 'new', 'carpeting', ',', 'electrical', 'wiring', 'and', 'bathrooms', ',', 'cost', 'about', '$', '130', 'million', '.']	['The', '$', '130', 'million', 'cleanup', 'included', 'new', 'carpet', ',', 'electrical', 'wiring', 'and', 'bathrooms', '.\n']	215c3b3cc42d4992ba27df6d3c43cbad
"""We started our investigation of the child porn ring last year in August and soon realized that it was a big thing,"" Mr. Beer said."	"""We started our investigation of the child porn ring last year in August and soon realised that it was a big thing,"" Mr Beer told a packed press conference."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 2, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 7, 7, 7, 7, 0]	"['``', 'We', 'started', 'our', 'investigation', 'of', 'the', 'child', 'porn', 'ring', 'last', 'year', 'in', 'August', 'and', 'soon', 'realized', 'that', 'it', 'was', 'a', 'big', 'thing', ',', ""''"", 'Mr.', 'Beer', 'said', '.']"	"['``', 'We', 'started', 'our', 'investigation', 'of', 'the', 'child', 'porn', 'ring', 'last', 'year', 'in', 'August', 'and', 'soon', 'realised', 'that', 'it', 'was', 'a', 'big', 'thing', ',', ""''"", 'Mr', 'Beer', 'told', 'a', 'packed', 'press', 'conference', '.\n']"	cc4d9fb7ebd74904a7250f54877161aa
